Id,Label,node_type,actor_type_primary,n_accounts,n_comments,goal_orientation,target_brand,hcc_id,edge_type,dominant_sentiment,Degree,Weighted_Degree_Raw,Weighted_Degree_Visual
MASS_HCC_75_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 75 Negative,Mass Actor Segment,Mass Actor,4,5.0,Insufficient Text,Mixed_2_Brands,75,Observed Community-Mass Temporal Association,Negative,1,4.0,1.609438
MASS_HCC_75_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 75 Neutral,Mass Actor Segment,Mass Actor,37,49.0,Insufficient Text,Mixed_2_Brands,75,Observed Community-Mass Temporal Association,Neutral,1,37.0,3.637586
MASS_HCC_75_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 75 Positive,Mass Actor Segment,Mass Actor,14,15.0,Insufficient Text,Mixed_2_Brands,75,Observed Community-Mass Temporal Association,Positive,1,14.0,2.70805
MASS_HCC_87_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 87 Mixed,Mass Actor Segment,Mass Actor,187,455.0,Insufficient Text,,87,Ambiguous Community-Mass Association,Mixed,1,33.442606,3.539294
MASS_HCC_87_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 87 Negative,Mass Actor Segment,Mass Actor,705,826.0,Insufficient Text,,87,Ambiguous Community-Mass Association,Negative,1,173.063885,5.159422
MASS_HCC_87_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 87 Neutral,Mass Actor Segment,Mass Actor,1666,2122.0,Insufficient Text,,87,Ambiguous Community-Mass Association,Neutral,1,367.347692,5.909027
MASS_HCC_87_Ambiguous_Community_Mass_Association_No_text,Mass Ambiguous Community-Mass Association 87 No_text,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,,87,Ambiguous Community-Mass Association,No_text,1,0.333333,0.287682
MASS_HCC_87_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 87 Positive,Mass Actor Segment,Mass Actor,906,1080.0,Insufficient Text,,87,Ambiguous Community-Mass Association,Positive,1,242.499925,5.495117
MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 87 Mixed,Mass Actor Segment,Mass Actor,18,40.0,Insufficient Text,Mixed_2_Brands,87,Observed Community-Mass Temporal Association,Mixed,1,18.0,2.944439
MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 87 Negative,Mass Actor Segment,Mass Actor,18,28.0,Insufficient Text,Mixed_2_Brands,87,Observed Community-Mass Temporal Association,Negative,1,18.0,2.944439
MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 87 Neutral,Mass Actor Segment,Mass Actor,31,49.0,Insufficient Text,Mixed_2_Brands,87,Observed Community-Mass Temporal Association,Neutral,1,31.0,3.465736
MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 87 Positive,Mass Actor Segment,Mass Actor,53,62.0,Insufficient Text,Mixed_2_Brands,87,Observed Community-Mass Temporal Association,Positive,1,53.0,3.988984
MASS_HCC_90_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 90 Mixed,Mass Actor Segment,Mass Actor,69,176.0,Insufficient Text,,90,Ambiguous Community-Mass Association,Mixed,1,11.25736,2.506127
MASS_HCC_90_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 90 Negative,Mass Actor Segment,Mass Actor,266,305.0,Insufficient Text,,90,Ambiguous Community-Mass Association,Negative,1,62.878036,4.156976
MASS_HCC_90_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 90 Neutral,Mass Actor Segment,Mass Actor,786,1020.0,Insufficient Text,,90,Ambiguous Community-Mass Association,Neutral,1,179.694335,5.196807
MASS_HCC_90_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 90 Positive,Mass Actor Segment,Mass Actor,365,424.0,Insufficient Text,,90,Ambiguous Community-Mass Association,Positive,1,87.697938,4.485237
MASS_HCC_90_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 90 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,90,Observed Community-Mass Temporal Association,Negative,1,1.0,0.693147
MASS_HCC_90_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 90 Neutral,Mass Actor Segment,Mass Actor,5,5.0,Insufficient Text,Mixed_3plus_Brands,90,Observed Community-Mass Temporal Association,Neutral,1,5.0,1.791759
MASS_HCC_90_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 90 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,90,Observed Community-Mass Temporal Association,Positive,1,1.0,0.693147
MASS_HCC_90_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 90 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_3plus_Brands,90,Verified Community-Mass Direct Interaction,Mixed,1,1.0,0.693147
MASS_HCC_99_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 99 Mixed,Mass Actor Segment,Mass Actor,72,211.0,Insufficient Text,,99,Ambiguous Community-Mass Association,Mixed,1,11.086928,2.492125
MASS_HCC_99_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 99 Negative,Mass Actor Segment,Mass Actor,189,229.0,Insufficient Text,,99,Ambiguous Community-Mass Association,Negative,1,51.614196,3.962986
MASS_HCC_99_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 99 Neutral,Mass Actor Segment,Mass Actor,706,1023.0,Insufficient Text,,99,Ambiguous Community-Mass Association,Neutral,1,180.094452,5.199019
MASS_HCC_99_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 99 Positive,Mass Actor Segment,Mass Actor,327,431.0,Insufficient Text,,99,Ambiguous Community-Mass Association,Positive,1,92.237856,4.535154
MASS_HCC_99_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 99 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,99,Observed Community-Mass Temporal Association,Negative,1,1.0,0.693147
